Title,Note,URL,Tags,Comment
Parco dei Sette Fratelli - Monte Genis,,https://www.google.com/maps/place/Parco+dei+Sette+Fratelli+-+Monte+Genis/data=!4m2!3m1!1s0x12e7340700fb84d7:0x45aeb4f4f5aa085b,,
Madonna del Naufrago,,https://www.google.com/maps/place/Madonna+del+Naufrago/data=!4m2!3m1!1s0x12e0dd15608c46b3:0xe0cc8feb85038bcb,,
Capo Carbonara,,https://www.google.com/maps/place/Capo+Carbonara/data=!4m2!3m1!1s0x12e0dd4a8e3a775d:0x9e81c407b3e3bb20,,
Passeggiata da Cala Burroni,,https://www.google.com/maps/place/Passeggiata+da+Cala+Burroni/data=!4m2!3m1!1s0x12e0c3681e3854e9:0x23662acd51059c5d,,
sentiero di Capo Carbonara,,https://www.google.com/maps/place/sentiero+di+Capo+Carbonara/data=!4m2!3m1!1s0x12e0c3e01ce0248b:0x633aadd9b20eb0d9,,
Belvedere panoramico,,https://www.google.com/maps/place/Belvedere+panoramico/data=!4m2!3m1!1s0x12e0c327b7b9b91d:0x57ef6fd1883125dd,,
Cala Porto Giunco,,https://www.google.com/maps/place/Cala+Porto+Giunco/data=!4m2!3m1!1s0x12e0c2c718e6aff3:0x32180cbab44d61b,,
Piscinetta artificiale Depaul,,https://www.google.com/maps/place/Piscinetta+artificiale+Depaul/data=!4m2!3m1!1s0x12e0c3000081ef7d:0x6712176af2ed4d6b,,
Spiaggia di Porto Giunco,,https://www.google.com/maps/place/Spiaggia+di+Porto+Giunco/data=!4m2!3m1!1s0x12e0c2c055c76273:0x3fcac81d9cd1e8f0,,
Punta Molentis Beach,,https://www.google.com/maps/place/Punta+Molentis+Beach/data=!4m2!3m1!1s0x12e0e8329d948be9:0xa6a5b2e4301d4455,,
Spiaggia di Porto Sa Ruxi,,https://www.google.com/maps/place/Spiaggia+di+Porto+Sa+Ruxi/data=!4m2!3m1!1s0x12e0c49d9ca2b783:0xb1327e59e7f2c23b,,
Spiaggia Cuccureddus,,https://www.google.com/maps/place/Spiaggia+Cuccureddus/data=!4m2!3m1!1s0x12e0c3039f3cea9d:0x11485ca72fda0d8f,,
Spiaggia di Rena Bianca,,https://www.google.com/maps/place/Spiaggia+di+Rena+Bianca/data=!4m2!3m1!1s0x12d947e018186a0d:0xf2a949e3a90ff8e0,,
Rena bianca beach,,https://www.google.com/maps/place/Rena+bianca+beach/data=!4m2!3m1!1s0x12d949e99ed16ab5:0xe989e36c460c1a4f,,
Sunset,,https://www.google.com/maps/place/Sunset/data=!4m2!3m1!1s0x12d94772f58d8759:0x72fd65c02badeed,,
Li Puntacci,,https://www.google.com/maps/place/Li+Puntacci/data=!4m2!3m1!1s0x12d94781db6040cf:0x7d8c7743dadde78a,,
Isolotto del pesce farfalla,,https://www.google.com/maps/place/Isolotto+del+pesce+farfalla/data=!4m2!3m1!1s0x12d947cefff6b4f5:0xc05465d51d9fcab6,,
Fantasia beach,,https://www.google.com/maps/place/Fantasia+beach/data=!4m2!3m1!1s0x12d9413289caf32f:0x85c377161bb00047,,
Passeggiata panoramica Battistoni,,https://www.google.com/maps/place/Passeggiata+panoramica+Battistoni/data=!4m2!3m1!1s0x12d94192ceeec38b:0xd32c330f2286f4cb,,
Liscia Renè,,https://www.google.com/maps/place/Liscia+Ren%C3%A8/data=!4m2!3m1!1s0x12d94125934dd159:0xf73c871dc13d591b,,
"Capo Ferro, ex semaforo",,"https://www.google.com/maps/place/Capo+Ferro,+ex+semaforo/data=!4m2!3m1!1s0x12d941006e6d581d:0x6b66980cc22cb42a",,
Park Narodowy Gennargentu,,https://www.google.com/maps/place/Park+Narodowy+Gennargentu/data=!4m2!3m1!1s0x12de6f354d26ae53:0xee82d3610301635f,,
Cascata Su Spistiddadroxiu,,https://www.google.com/maps/place/Cascata+Su+Spistiddadroxiu/data=!4m2!3m1!1s0x12e717e863564669:0xab8f9e1e50a82124,,
Sito Geo Speleo Archeologico Sa Marchesa Nuxis,,https://www.google.com/maps/place/Sito+Geo+Speleo+Archeologico+Sa+Marchesa+Nuxis/data=!4m2!3m1!1s0x12e71735af4ead07:0xd90abec61da2f3a2,,
Foresta demaniale di Pantaleo,,https://www.google.com/maps/place/Foresta+demaniale+di+Pantaleo/data=!4m2!3m1!1s0x12e719761fe57279:0xaab533ac89af67ed,,
Cascate Is Fanebas,,https://www.google.com/maps/place/Cascate+Is+Fanebas/data=!4m2!3m1!1s0x12e722db6164c951:0x5ff504cbecaf1113,,
Gola de Is Cioffus,,https://www.google.com/maps/place/Gola+de+Is+Cioffus/data=!4m2!3m1!1s0x12e723876d5df009:0x58bb6981ae58472c,,
Su Liscinu de Maurreddu,,https://www.google.com/maps/place/Su+Liscinu+de+Maurreddu/data=!4m2!3m1!1s0x12e7217f0ba1afcb:0xa666675fb1b9fe1a,,
Punta Sebera,,https://www.google.com/maps/place/Punta+Sebera/data=!4m2!3m1!1s0x12e71f60bcdce343:0x4ba401143ee71606,,
S'ortixeddu - Spiaggia Degli Americani,,https://www.google.com/maps/place/S'ortixeddu+-+Spiaggia+Degli+Americani/data=!4m2!3m1!1s0x12e6e382e0ea135d:0x8ede599198454a45,,
Coste Faraglioni Teulada,,https://www.google.com/maps/place/Coste+Faraglioni+Teulada/data=!4m2!3m1!1s0x12e6fbbfc4d3fea1:0x9bf2cc82f45fdadf,,
Porto Zafferano,,https://www.google.com/maps/place/Porto+Zafferano/data=!4m2!3m1!1s0x12e6fb49b78f1457:0xfe6aa74c6346832f,,
Spiaggia di Porto Pino,,https://www.google.com/maps/place/Spiaggia+di+Porto+Pino/data=!4m2!3m1!1s0x12e6fdb4b6419c25:0x79744537d4204e4d,,
Porto Scudo,,https://www.google.com/maps/place/Porto+Scudo/data=!4m2!3m1!1s0x12e6e4abcd4ebce3:0x7bf55be863a92408,,
Chia - Strada Romana,,https://www.google.com/maps/place/Chia+-+Strada+Romana/data=!4m2!3m1!1s0x12e6de9d493c10cd:0x7ea1f8b371c343f2,,
Sentiero al mare strada romana,,https://www.google.com/maps/place/Sentiero+al+mare+strada+romana/data=!4m2!3m1!1s0x12e6de9cde53361b:0x8b74d1ca11087c3d,,
Sa Colonia Beach,,https://www.google.com/maps/place/Sa+Colonia+Beach/data=!4m2!3m1!1s0x12e6dc2b4bb1acd7:0xbfa43cd7ea422a97,,
Spiaggia di Monte Cogoni,,https://www.google.com/maps/place/Spiaggia+di+Monte+Cogoni/data=!4m2!3m1!1s0x12e6ddd39a3c8573:0x8f17ea1aecb5576,,
Cala del Morto,,https://www.google.com/maps/place/Cala+del+Morto/data=!4m2!3m1!1s0x12e6ddd18615b357:0x4eef1c957faeaa71,,
Campana Dune Beach,,https://www.google.com/maps/place/Campana+Dune+Beach/data=!4m2!3m1!1s0x12e6ddcf888a5dc1:0xd54f2631c0cab5df,,
Cala de Sa Perda Longa,,https://www.google.com/maps/place/Cala+de+Sa+Perda+Longa/data=!4m2!3m1!1s0x12e6e71d6341642d:0xbb5a187736155fb0,,
Spiaggia di Ferraglione,,https://www.google.com/maps/place/Spiaggia+di+Ferraglione/data=!4m2!3m1!1s0x12e6e7001b34565f:0x94a938dbbc3668c0,,
Scoglio Tuffi,,https://www.google.com/maps/place/Scoglio+Tuffi/data=!4m2!3m1!1s0x12e6ddde8b862d05:0x458b569711a6bbc2,,
Isola Porcu E Scriba Punto Avvistamento Fenicotteri Rosa,,https://www.google.com/maps/place/Isola+Porcu+E+Scriba+Punto+Avvistamento+Fenicotteri+Rosa/data=!4m2!3m1!1s0x12e70099f47bb941:0x28a72d57be84c10a,,
Stazione Semaforica di Capo Spartivento,,https://www.google.com/maps/place/Stazione+Semaforica+di+Capo+Spartivento/data=!4m2!3m1!1s0x12e6ddf322a8e2bf:0xce59d49e57b3da07,,
Su Giudeu Beach,,https://www.google.com/maps/place/Su+Giudeu+Beach/data=!4m2!3m1!1s0x12e6ddc11be43beb:0x541d2b3243ce769b,,
Spiaggia di Cala Cipolla,,https://www.google.com/maps/place/Spiaggia+di+Cala+Cipolla/data=!4m2!3m1!1s0x12e6dd9492db0845:0x81280c16781e657b,,
Spiaggia di Tuerredda,,https://www.google.com/maps/place/Spiaggia+di+Tuerredda/data=!4m2!3m1!1s0x12e6e7378d569d7f:0xfe8af765f15074f0,,
Spiaggia del Poetto di Quartu,,https://www.google.com/maps/place/Spiaggia+del+Poetto+di+Quartu/data=!4m2!3m1!1s0x12e0cb3f4437c185:0xe19f29946fc7e751,,
Poetto,,https://www.google.com/maps/place/Poetto/data=!4m2!3m1!1s0x12e0cb51ddbbeddb:0x6faa2e32c94fb2a0,,
Sella del diavolo,,https://www.google.com/maps/place/Sella+del+diavolo/data=!4m2!3m1!1s0x12e73313c543c691:0x5e955e65c817dcb,,
Katedra w Cagliari,,https://www.google.com/maps/place/Katedra+w+Cagliari/data=!4m2!3m1!1s0x12e7340e8c808243:0xafea20fdcd17fac8,,
Shoushan National Natural Park,,https://www.google.com/maps/place/Shoushan+National+Natural+Park/data=!4m2!3m1!1s0x346e057a1d1dce2f:0xb1992550f1000607,,
Lukang,,https://www.google.com/maps/place/Lukang/data=!4m2!3m1!1s0x3469467c5aa37ba3:0x37ea15bcec334e4b,,
Lukang Old Street,,https://www.google.com/maps/place/Lukang+Old+Street/data=!4m2!3m1!1s0x346945d606379d6d:0x6edfce4fc6a12655,,
Yangmingshan National Park,,https://www.google.com/maps/place/Yangmingshan+National+Park/data=!4m2!3m1!1s0x3442adf824cfc74b:0x5c0be3a34fc3b079,,
Xianjiyan,,https://www.google.com/maps/place/Xianjiyan/data=!4m2!3m1!1s0x3442aa0f8284cab5:0x19e5160cc4c46dd4,,
Taipei Zoo,,https://www.google.com/maps/place/Taipei+Zoo/data=!4m2!3m1!1s0x3442aa604a32818f:0xaafe06fd09b4d766,,
Taipei Zoo Giant Panda House,,https://www.google.com/maps/place/Taipei+Zoo+Giant+Panda+House/data=!4m2!3m1!1s0x3442aa8a70c14509:0x41fb268672e73bb5,,
Liyu Lake,,https://www.google.com/maps/place/Liyu+Lake/data=!4m2!3m1!1s0x3468a3b46b47e5dd:0x2ee599e52a8cafd4,,
龜山 仁壽台,,https://www.google.com/maps/place/%E9%BE%9C%E5%B1%B1+%E4%BB%81%E5%A3%BD%E5%8F%B0/data=!4m2!3m1!1s0x3471b9263b810abd:0x8a9ecd9f7f3b33bd,,
Houwan Beach,,https://www.google.com/maps/place/Houwan+Beach/data=!4m2!3m1!1s0x3471b91ad298c823:0x707c00c81566b1ae,,
Taiwan Water Resources Museum,,https://www.google.com/maps/place/Taiwan+Water+Resources+Museum/data=!4m2!3m1!1s0x3471b92c9a5a2137:0xb1e63d1cb89e8b07,,
Whale Plaza,,https://www.google.com/maps/place/Whale+Plaza/data=!4m2!3m1!1s0x3471b9c4807f7189:0xba7af1ab869b6e5f,,
National Museum of Marine Biology & Aquarium,,https://www.google.com/maps/place/National+Museum+of+Marine+Biology+%26+Aquarium/data=!4m2!3m1!1s0x3471b9c4a1c1e32f:0x3fc2d412a3a7a1c4,,
Kenting Baishawan,,https://www.google.com/maps/place/Kenting+Baishawan/data=!4m2!3m1!1s0x3471b003e209ef77:0x291dd68fcb88a0da,,
Bitou Harbor (the southernmost harbor in Taiwan),,https://www.google.com/maps/place/Bitou+Harbor+(the+southernmost+harbor+in+Taiwan)/data=!4m2!3m1!1s0x3471b350f1da6637:0xf91a19f7af9daa38,,
滄海亭,,https://www.google.com/maps/place/%E6%BB%84%E6%B5%B7%E4%BA%AD/data=!4m2!3m1!1s0x3471b27ff5288f99:0xd4e2e745704173f8,,
第一觀海平台,,https://www.google.com/maps/place/%E7%AC%AC%E4%B8%80%E8%A7%80%E6%B5%B7%E5%B9%B3%E5%8F%B0/data=!4m2!3m1!1s0x3471ad7f11197cd7:0x9568b3a1926f25c8,,
Fo Guang Shan Buddha Museum - Main Hall,,https://www.google.com/maps/place/Fo+Guang+Shan+Buddha+Museum+-+Main+Hall/data=!4m2!3m1!1s0x346e16aa16703ae5:0xd355ef1feeaa5bc,,
Lotus WakePark 蓮潭滑水主題樂園,,https://www.google.com/maps/place/Lotus+WakePark+%E8%93%AE%E6%BD%AD%E6%BB%91%E6%B0%B4%E4%B8%BB%E9%A1%8C%E6%A8%82%E5%9C%92/data=!4m2!3m1!1s0x346e05a0f43f9c67:0x559a29f8bc871bd3,,
Spring and Autumn Pavilions,,https://www.google.com/maps/place/Spring+and+Autumn+Pavilions/data=!4m2!3m1!1s0x346e059f5a186e1f:0x17a2f46d40d81fb6,,
清境農場綿羊秀,,https://www.google.com/maps/place/%E6%B8%85%E5%A2%83%E8%BE%B2%E5%A0%B4%E7%B6%BF%E7%BE%8A%E7%A7%80/data=!4m2!3m1!1s0x3468e9fd9d11f0bb:0x9fa5d458aef83a74,,
Cingjing Farm,,https://www.google.com/maps/place/Cingjing+Farm/data=!4m2!3m1!1s0x3468e9fc37fd0689:0xf72e91a2d467ebd3,,
九龍口文武廟步道,,https://www.google.com/maps/place/%E4%B9%9D%E9%BE%8D%E5%8F%A3%E6%96%87%E6%AD%A6%E5%BB%9F%E6%AD%A5%E9%81%93/data=!4m2!3m1!1s0x3468d66bbd77cce5:0x66cfb04344e189d3,,
Wenwu Temple,,https://www.google.com/maps/place/Wenwu+Temple/data=!4m2!3m1!1s0x3468d668e2f4582b:0xfd1f9cd4796180f0,,
Taichung Park,,https://www.google.com/maps/place/Taichung+Park/data=!4m2!3m1!1s0x34693d6b9b1624e5:0x104e57f0c891d03b,,
Thermal Valley,,https://www.google.com/maps/place/Thermal+Valley/data=!4m2!3m1!1s0x3442ae4248dcbdab:0xe815d42f76dda317,,
Beitou Hot Spring Museum,,https://www.google.com/maps/place/Beitou+Hot+Spring+Museum/data=!4m2!3m1!1s0x3442ae50f43af1e9:0xadf18f29697c0a3c,,
Tamsui Old Street,,https://www.google.com/maps/place/Tamsui+Old+Street/data=!4m2!3m1!1s0x3442a55860ccfd91:0xa40c1b50cf3e21c5,,
Shifen Falls Walk,,https://www.google.com/maps/place/Shifen+Falls+Walk/data=!4m2!3m1!1s0x345d50ed93fc51a7:0x5221d05c2d87c1cf,,
Shifen Waterfall Park,,https://www.google.com/maps/place/Shifen+Waterfall+Park/data=!4m2!3m1!1s0x345d50eddd8eb529:0xdd0ae679ebc2a4f,,
Shifen Waterfall,,https://www.google.com/maps/place/Shifen+Waterfall/data=!4m2!3m1!1s0x345d50f2cb669ef1:0xb011f7e3a0982949,,
Shi-men Ting,,https://www.google.com/maps/place/Shi-men+Ting/data=!4m2!3m1!1s0x3442a90918a8262b:0xcbf4f13adf52d4f7,,
Grobowiec Czang Kaj-szeka,,https://www.google.com/maps/place/Grobowiec+Czang+Kaj-szeka/data=!4m2!3m1!1s0x3442a99db9a2a94d:0x43e9034292df69b2,,
Maokong Gondola,,https://www.google.com/maps/place/Maokong+Gondola/data=!4m2!3m1!1s0x3442aa646b860073:0xddc6eff67a4cc79d,,
Taipei Astronomical Museum,,https://www.google.com/maps/place/Taipei+Astronomical+Museum/data=!4m2!3m1!1s0x3442aebeb081c797:0x128f9e0d38fa09c3,,
Daan Forest Park Garden,,https://www.google.com/maps/place/Daan+Forest+Park+Garden/data=!4m2!3m1!1s0x3442a982f7435a1d:0xdb4ff1bb862ed01f,,
Hehuanshan,,https://www.google.com/maps/place/Hehuanshan/data=!4m2!3m1!1s0x346892bee9aecdef:0x2b3fa0e973bc3fb4,,
Jiaming Lake,,https://www.google.com/maps/place/Jiaming+Lake/data=!4m2!3m1!1s0x346f06ed98007bc1:0x9ae5a53ca5255b1d,,
Yu Shan,,https://www.google.com/maps/place/Yu+Shan/data=!4m2!3m1!1s0x346f210e420ba6d1:0x83cb1aa521840d7e,,
Alishan National Forest Recreation Area,,https://www.google.com/maps/place/Alishan+National+Forest+Recreation+Area/data=!4m2!3m1!1s0x346edc20ac26153b:0xfff7f85ca03bbfd4,,
Lan Yu,,https://www.google.com/maps/place/Lan+Yu/data=!4m2!3m1!1s0x3470092b8e3d7801:0x932de5042280e37f,,
Xuan Zang Temple,,https://www.google.com/maps/place/Xuan+Zang+Temple/data=!4m2!3m1!1s0x3469147ee8710463:0x389209205b58de95,,
Cien Pagoda 慈恩塔停車場 公廁,,https://www.google.com/maps/place/Cien+Pagoda+%E6%85%88%E6%81%A9%E5%A1%94%E5%81%9C%E8%BB%8A%E5%A0%B4+%E5%85%AC%E5%BB%81/data=!4m2!3m1!1s0x3468d5dd4fcb3b25:0x56fc00a4cabc813d,,
Cultural Heritage Park,,https://www.google.com/maps/place/Cultural+Heritage+Park/data=!4m2!3m1!1s0x34693d1042abccf9:0x71ee765369fc0909,,
Rainbow Village,,https://www.google.com/maps/place/Rainbow+Village/data=!4m2!3m1!1s0x34693e87f82595db:0x9a8836cb8c007336,,
Sun Moon Lake,,https://www.google.com/maps/place/Sun+Moon+Lake/data=!4m2!3m1!1s0x3468d5e076ee0005:0xec17a6fd5312a528,,
Fengchuisha,,https://www.google.com/maps/place/Fengchuisha/data=!4m2!3m1!1s0x3471b1150ebf5f65:0x46697010405858b4,,
Longpan Park,,https://www.google.com/maps/place/Longpan+Park/data=!4m2!3m1!1s0x3471b25eb23e10a1:0x1c92a0d803d845de,,
Banana Bay,,https://www.google.com/maps/place/Banana+Bay/data=!4m2!3m1!1s0x3471b3f4194092f1:0x5a58e3f50f72bc88,,
Kenting National Park,,https://www.google.com/maps/place/Kenting+National+Park/data=!4m2!3m1!1s0x3471b3fadac47ca3:0xf7179fa8495df57f,,
Da Bai Sha,,https://www.google.com/maps/place/Da+Bai+Sha/data=!4m2!3m1!1s0x346f8d208870e7c9:0x7862f3990e9ee999,,
Sleeping Beauty Rock,,https://www.google.com/maps/place/Sleeping+Beauty+Rock/data=!4m2!3m1!1s0x346f8cf6b7a24ddd:0xde581133d2aa8039,,
綠島梅花鹿生態園區 Sika Deer Ecological Park,,https://www.google.com/maps/place/%E7%B6%A0%E5%B3%B6%E6%A2%85%E8%8A%B1%E9%B9%BF%E7%94%9F%E6%85%8B%E5%9C%92%E5%8D%80+Sika+Deer+Ecological+Park/data=!4m2!3m1!1s0x346f8ddca27eafe3:0x973fcd7a5f609719,,
Youzihu,,https://www.google.com/maps/place/Youzihu/data=!4m2!3m1!1s0x346f8c5c78eaa095:0x7e9c6d393dd7aff5,,
Sea Cave,,https://www.google.com/maps/place/Sea+Cave/data=!4m2!3m1!1s0x346f8c43495f0623:0x4b29f5047f2340fd,,
Niutoushan,,https://www.google.com/maps/place/Niutoushan/data=!4m2!3m1!1s0x346f8c46dcefb64b:0xad198442b54bbe5a,,
Chaikou Snorkeling Area,,https://www.google.com/maps/place/Chaikou+Snorkeling+Area/data=!4m2!3m1!1s0x346f8db0fff41a1f:0x30880968a257b4cf,,
石朗潛水區,,https://www.google.com/maps/place/%E7%9F%B3%E6%9C%97%E6%BD%9B%E6%B0%B4%E5%8D%80/data=!4m2!3m1!1s0x346f8d0e05df8365:0xa6f0c2312318e8e6,,
Zhaori Hot Springs,,https://www.google.com/maps/place/Zhaori+Hot+Springs/data=!4m2!3m1!1s0x346f8cfe334241e1:0x23a9f6b34bd0e12e,,
Little Great Wall,,https://www.google.com/maps/place/Little+Great+Wall/data=!4m2!3m1!1s0x346f8cfe334241e1:0xe089ee3e3b292436,,
Sanxiantai Arch Bridge,,https://www.google.com/maps/place/Sanxiantai+Arch+Bridge/data=!4m2!3m1!1s0x346f70462616d475:0xc34ae38fdb8d25f7,,
Ch'ing-shui Cliff,,https://www.google.com/maps/place/Ch'ing-shui+Cliff/data=!4m2!3m1!1s0x34662bbc59bb7d23:0x418f58180968f4b,,
Tailuge Xia,,https://www.google.com/maps/place/Tailuge+Xia/data=!4m2!3m1!1s0x3468836f0cf3867b:0x5b536e1ec64c6dc1,,
Fulong Beach,,https://www.google.com/maps/place/Fulong+Beach/data=!4m2!3m1!1s0x345d5c5448de20db:0xe14da3111494b8bc,,
Shifen Sky Lantern Square,,https://www.google.com/maps/place/Shifen+Sky+Lantern+Square/data=!4m2!3m1!1s0x345d50edd72b042d:0x20552815ac8f1cc4,,
Xiaozishan Trail,,https://www.google.com/maps/place/Xiaozishan+Trail/data=!4m2!3m1!1s0x345d56b433383e65:0xfd78c1ec83116b7d,,
Teapot Mountain Trail,,https://www.google.com/maps/place/Teapot+Mountain+Trail/data=!4m2!3m1!1s0x345d44e3d1a61fbf:0xd39eaeb67edcf580,,
Jioufen,,https://www.google.com/maps/place/Jioufen/data=!4m2!3m1!1s0x345d451805536779:0x29b83a838c953b84,,
Yehliu Geopark,,https://www.google.com/maps/place/Yehliu+Geopark/data=!4m2!3m1!1s0x345d4c760ae69ad5:0xe4d117305ac26857,,
Trail end observation deck,,https://www.google.com/maps/place/Trail+end+observation+deck/data=!4m2!3m1!1s0x345d4bf25f4bcf6d:0x4af0c7f0b4aadb5d,,
Park Narodowy Calanques,,https://www.google.com/maps/place/Park+Narodowy+Calanques/data=!4m2!3m1!1s0x12c9b835cfc421c9:0x1ab7a709070f209e,,
Gwon Geum Seong Fortress,,https://www.google.com/maps/place/Gwon+Geum+Seong+Fortress/data=!4m2!3m1!1s0x5fd8a24866c6c9a3:0xea3eb7fd1aefbd91,,
Jeonju Hanok Village,,https://www.google.com/maps/place/Jeonju+Hanok+Village/data=!4m2!3m1!1s0x3570236212eebd4b:0x8ef4be1bc6d0848e,,
Boseong Green Tea Field Daehan Dawon,,https://www.google.com/maps/place/Boseong+Green+Tea+Field+Daehan+Dawon/data=!4m2!3m1!1s0x357213270f8d16c9:0x9dd70fd3ef463f14,,
Andong Hahoe Folk Village,,https://www.google.com/maps/place/Andong+Hahoe+Folk+Village/data=!4m2!3m1!1s0x356422fee54b49ef:0xf09ce813c603eea2,,
Manjanggul Lava Tube,,https://www.google.com/maps/place/Manjanggul+Lava+Tube/data=!4m2!3m1!1s0x350d19c496216a99:0xbb66abf00c2b95a6,,
Cape Seopjikoji,,https://www.google.com/maps/place/Cape+Seopjikoji/data=!4m2!3m1!1s0x350d136e186afe91:0x881548ba644b5a95,,
Seongsan Ilchulbong Tuff Cone Entrance,,https://www.google.com/maps/place/Seongsan+Ilchulbong+Tuff+Cone+Entrance/data=!4m2!3m1!1s0x350d14bfc8fccc7f:0xe8d861291212509c,,
Songdo Bay Station (Songdo Cable Car),,https://www.google.com/maps/place/Songdo+Bay+Station+(Songdo+Cable+Car)/data=!4m2!3m1!1s0x3568e8446944e841:0x969909822f93b053,,
Seogwipo Jeongbang Waterfall,,https://www.google.com/maps/place/Seogwipo+Jeongbang+Waterfall/data=!4m2!3m1!1s0x350c5373f9c8a7f1:0xa0f04e20cf99b30b,,
Gamcheon Culture Village,,https://www.google.com/maps/place/Gamcheon+Culture+Village/data=!4m2!3m1!1s0x3568e9b7a3113a51:0x977e01d7224cf6a3,,
Haeundae Beach,,https://www.google.com/maps/place/Haeundae+Beach/data=!4m2!3m1!1s0x35688d5c0efe075f:0x9963b1d5c163ac98,,
Pulguksa,,https://www.google.com/maps/place/Pulguksa/data=!4m2!3m1!1s0x3567b2da6c9f0c43:0xac9baff9c9df57df,,
Seoul Forest Park,,https://www.google.com/maps/place/Seoul+Forest+Park/data=!4m2!3m1!1s0x357ca37d51f4f62b:0xdd9b9865be0f469a,,
Starfield Library,,https://www.google.com/maps/place/Starfield+Library/data=!4m2!3m1!1s0x357ca415daa091bb:0x2b9e455aec4db397,,
Hangang Park,,https://www.google.com/maps/place/Hangang+Park/data=!4m2!3m1!1s0x357ca39fb21d7c1b:0xaf3df5695bf17d0e,,
Everland,,https://www.google.com/maps/place/Everland/data=!4m2!3m1!1s0x357b5403ce34d773:0x1fa18ab619238098,,
Korean Folk Village,,https://www.google.com/maps/place/Korean+Folk+Village/data=!4m2!3m1!1s0x357b5aa55e3c2351:0x3e682538e0a196eb,,
Seoraksan National Park,,https://www.google.com/maps/place/Seoraksan+National+Park/data=!4m2!3m1!1s0x5fd8a3681fcc5ad3:0x47de2c13a58fd57e,,
Bukhansan National Park,,https://www.google.com/maps/place/Bukhansan+National+Park/data=!4m2!3m1!1s0x357ca2ed7e746c37:0x68d84df978e285,,
Hongdae Free Market,,https://www.google.com/maps/place/Hongdae+Free+Market/data=!4m2!3m1!1s0x357c98c4e62c0b33:0x84380efdde826e8c,,
Hongdae Street,,https://www.google.com/maps/place/Hongdae+Street/data=!4m2!3m1!1s0x357c98c52a22c0eb:0xd5c6adb2b4dc943a,,
Namdaemun Market,,https://www.google.com/maps/place/Namdaemun+Market/data=!4m2!3m1!1s0x357ca2f516e5887d:0xcd371b16a3ec2061,,
Gwangjang Market,,https://www.google.com/maps/place/Gwangjang+Market/data=!4m2!3m1!1s0x357ca2ed7e74759b:0xd656a34831089f44,,
Itaewon Market,,https://www.google.com/maps/place/Itaewon+Market/data=!4m2!3m1!1s0x357ca2ed7fa0f2fb:0xc02eaad789060a06,,
Changdeokgung Palace General Tourism Support Center,,https://www.google.com/maps/place/Changdeokgung+Palace+General+Tourism+Support+Center/data=!4m2!3m1!1s0x357ca3ea31898e0b:0xe2072f228624249a,,
Garden of Morning Calm,,https://www.google.com/maps/place/Garden+of+Morning+Calm/data=!4m2!3m1!1s0x357c9fbf894b32cf:0x5d87cf93a53ba38d,,
Nami Island,,https://www.google.com/maps/place/Nami+Island/data=!4m2!3m1!1s0x356326e41560af75:0xd64aaaa329e7c522,,
Suwon Hwaseong Fortress,,https://www.google.com/maps/place/Suwon+Hwaseong+Fortress/data=!4m2!3m1!1s0x357b5cca0fa82ebb:0x1326e46ba3ed1641,,
Songdo Central Park,,https://www.google.com/maps/place/Songdo+Central+Park/data=!4m2!3m1!1s0x357b77aa61e5ea47:0xdf56e9a31d805236,,
Songdo,,https://www.google.com/maps/place/Songdo/data=!4m2!3m1!1s0x357b7624aaf774f7:0x1c27c0012f442511,,
Incheon Chinatown,,https://www.google.com/maps/place/Incheon+Chinatown/data=!4m2!3m1!1s0x357b789af07d8fd7:0x97f43442e51633c9,,
Banpo Bridge,,https://www.google.com/maps/place/Banpo+Bridge/data=!4m2!3m1!1s0x357ca22adfff9221:0xea0c65492d5da08d,,
Hangang Bridge,,https://www.google.com/maps/place/Hangang+Bridge/data=!4m2!3m1!1s0x357ca1fca7c53323:0x87e99d2652f99750,,
Namsan Mountain Park,,https://www.google.com/maps/place/Namsan+Mountain+Park/data=!4m2!3m1!1s0x357ca2ed7e74759b:0x5479ce73fef6952f,,
N Seoul Tower,,https://www.google.com/maps/place/N+Seoul+Tower/data=!4m2!3m1!1s0x357ca257a88e6aa9:0x5cf8577c2e7982a5,,
Dongdaemun Design Plaza (DDP),,https://www.google.com/maps/place/Dongdaemun+Design+Plaza+(DDP)/data=!4m2!3m1!1s0x357b456faf5814f3:0x5c22a91dab450bdc,,
Insadong Culture Street,,https://www.google.com/maps/place/Insadong+Culture+Street/data=!4m2!3m1!1s0x357ca2e7f9c7f07b:0xb277f48a0573a31f,,
Wioska Bukchon Hanok,,https://www.google.com/maps/place/Wioska+Bukchon+Hanok/data=!4m2!3m1!1s0x357ca2daaff8c14f:0xcdbcbaa9ffc9e59a,,
Gyeongbokgung,,https://www.google.com/maps/place/Gyeongbokgung/data=!4m2!3m1!1s0x357ca2c74aeddea1:0x8b3046532cc715f6,,
Myeong-dong,,https://www.google.com/maps/place/Myeong-dong/data=!4m2!3m1!1s0x357ca2f11b3f14ab:0x3b436be085e38e0c,,
Mount Misen,,https://www.google.com/maps/place/Mount+Misen/data=!4m2!3m1!1s0x355ab0d41eb64c19:0xfd014560f9a89693,,
Daishoin,,https://www.google.com/maps/place/Daishoin/data=!4m2!3m1!1s0x355ab0cbbbdfc909:0xba3e1966c707fc3f,,
